fruit,grade,folder,filename,extension,path
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (347).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (347).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (348).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (348).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (349).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (349).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (35).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (35).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (350).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (350).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (351).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (351).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (352).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (352).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (353).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (353).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (354).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (354).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (355).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (355).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (356).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (356).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (357).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (357).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (358).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (358).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (359).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (359).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (36).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (36).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (360).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (360).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (361).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (361).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (362).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (362).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (363).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (363).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (364).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (364).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (365).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (365).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (366).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (366).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (367).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (367).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (368).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (368).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (369).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (369).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (37).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (37).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (370).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (370).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (371).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (371).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (372).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (372).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (373).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (373).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (374).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (374).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (375).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (375).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (376).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (376).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (377).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (377).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (378).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (378).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (379).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (379).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (38).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (38).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (380).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (380).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (381).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (381).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (382).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (382).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (383).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (383).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (384).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (384).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (385).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (385).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (386).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (386).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (387).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (387).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (388).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (388).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (389).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (389).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (39).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (39).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (390).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (390).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (391).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (391).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (392).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (392).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (393).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (393).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (394).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (394).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (395).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (395).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (396).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (396).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (397).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (397).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (398).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (398).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (399).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (399).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (4).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (4).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (4).png,png,dataset\Bellpepper__Healthy\freshPepper (4).png
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (40).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (40).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (400).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (400).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (401).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (401).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (402).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (402).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (403).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (403).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (404).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (404).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (405).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (405).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (406).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (406).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (407).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (407).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (408).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (408).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (409).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (409).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (41).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (41).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (410).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (410).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (411).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (411).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (412).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (412).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (413).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (413).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (414).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (414).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (415).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (415).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (416).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (416).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (417).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (417).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (418).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (418).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (419).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (419).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (42).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (42).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (420).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (420).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (421).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (421).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (422).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (422).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (423).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (423).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (424).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (424).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (425).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (425).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (426).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (426).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (427).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (427).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (428).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (428).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (429).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (429).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (43).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (43).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (430).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (430).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (431).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (431).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (432).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (432).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (433).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (433).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (434).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (434).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (435).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (435).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (436).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (436).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (437).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (437).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (438).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (438).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (439).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (439).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (44).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (44).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (440).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (440).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (441).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (441).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (442).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (442).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (443).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (443).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (444).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (444).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (445).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (445).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (446).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (446).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (447).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (447).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (448).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (448).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (449).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (449).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (45).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (45).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (450).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (450).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (451).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (451).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (452).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (452).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (453).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (453).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (454).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (454).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (455).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (455).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (456).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (456).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (457).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (457).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (458).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (458).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (459).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (459).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (46).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (46).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (460).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (460).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (461).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (461).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (462).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (462).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (463).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (463).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (464).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (464).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (465).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (465).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (466).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (466).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (467).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (467).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (468).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (468).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (469).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (469).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (47).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (47).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (470).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (470).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (471).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (471).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (472).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (472).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (473).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (473).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (474).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (474).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (475).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (475).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (476).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (476).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (477).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (477).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (478).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (478).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (479).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (479).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (48).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (48).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (480).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (480).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (481).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (481).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (482).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (482).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (483).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (483).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (484).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (484).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (485).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (485).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (486).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (486).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (487).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (487).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (488).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (488).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (489).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (489).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (49).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (49).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (490).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (490).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (491).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (491).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (492).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (492).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (493).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (493).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (494).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (494).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (495).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (495).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (496).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (496).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (497).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (497).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (498).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (498).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (499).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (499).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (5).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (5).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (50).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (50).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (500).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (500).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (501).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (501).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (502).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (502).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (503).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (503).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (504).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (504).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (505).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (505).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (506).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (506).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (507).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (507).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (508).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (508).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (509).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (509).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (51).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (51).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (510).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (510).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (511).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (511).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (512).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (512).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (513).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (513).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (514).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (514).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (515).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (515).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (516).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (516).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (517).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (517).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (518).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (518).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (519).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (519).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (52).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (52).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (520).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (520).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (521).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (521).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (522).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (522).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (523).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (523).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (524).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (524).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (525).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (525).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (526).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (526).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (527).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (527).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (528).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (528).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (529).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (529).jpg
Bellpepper,Healthy,Bellpepper__Healthy,freshPepper (53).jpg,jpg,dataset\Bellpepper__Healthy\freshPepper (53).jpg
